species,rep,obs,time,elapsed,date,hhmmss,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_?F,Qin,Qabs,alpha,convert,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_a,CO2_b,H2O_a,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,CO2_s:MN,CO2_s:SLP,CO2_s:SD,CO2_s:OK,VPDleaf:MN,VPDleaf:SLP,VPDleaf:SD,VPDleaf:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,CO2_hrs,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
ME034,plant_1,20,1566491547,2905.4,20190822 11:32:27,11:32:27,1566491547,0.001278948,13.51927624,395.714,129.1637535,12.84258022,39.34531672,0.084135446,3.429692583,0.083005418,0.05197865,241.6667134,25.5338862,25.0113,3.181820356,54.38171135,1.687334359,3.102760683,1.494485997,-56.4016222,-77.91752856,-4.795877761,102.5516849,-0.041183504,0.046232091,3.455204533,0,0,1,0,52938.90339,MPF-8826-20190822-10_47_33,61.63461538,461.0293846,399.3947692,0.866310874,-0.655542971,MPF-8863-20190822-11_35_59,164.4759615,184.587,0.108951543,0.5,1261.2111,13.51927624,68.7054477,0.45391604,0.011239054,1.49762651,DARK-8864-20190822-11_36_01,100.8,83.787,0.240025761,0.767406537,0.163567698,0.692153243,8863,300,300,300,7151.81,182.532,-0.00484035,1.7514,1500,1261.2111,0.8408074,0.191614801,1566491547,395.714,400,16.9703,16.5861,500.018,99.2287,0.19997,24.5899,25.0113,999.9,0,0,10008.8,0,6.31032,-4.29865,402.533,406.746,0.386242,394.641,400,16.8023,16.5861,1.68414,1.64581,14.751,14.3946,1500,0.972994,0.0270057,0,164.472,4.99951,3051.53,13591.8,41.312,43,42.375,42.937,43.687,1454.63,40.37,0,113.6000001,164.4759615,0.073196582,-13.4276923,3053.231538,15,1566491566,11:32:46,21,1.073,0.168,400,17,0.36,0.26,395.719381,-0.282701299,0.015373063,1,1.497441922,-0.020543164,0.002404965,1,2,2,2/2,2.96431,2.79167,0.0924828,0.0960276,0.0884905,0.0900697,21039.4,27254.4,23489.7,27818.3,31245.5,33573.3,37536.5,40247.1,2.00028,2.04848,0.115849,0,23.1075,999.9,57.52,27.039,20.7957,61.9211,32.1354,1,-0.0425305,2.2063,20.1983,5.26506,12.0159,5.0002,3.28797,622,9999,9999,9999,1.87808,1.88321,1.88109,1.87818,1.8779,1.88005,1.87906,1.87501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.073,0.168,2,510.563,518.753,20.9839,26.5204,30,26.549,26.5202,20.2279,26.2791,50.689,20.9812,400,16.6197,100.083,100.372
ME034,plant_1,21,1566491644,3001.9,20190822 11:34:03,11:34:03,1566491644,0.00140181,12.17442723,296.176,78.49008518,7.803790929,29.44697508,0.092586345,3.426837773,0.091218775,0.057132923,241.6571375,25.4982538,24.967,3.173427172,54.26505938,1.682839107,3.101146717,1.490588065,-61.81980829,-71.27565417,-4.389548166,104.1721269,-0.041140119,0.046183388,3.452322848,0,0,1,0,52886.85751,MPF-8826-20190822-10_47_33,61.63461538,461.0293846,399.3947692,0.866310874,-0.655542971,MPF-8865-20190822-11_37_35,164.0195385,185.004,0.113427069,0.5,1261.1607,12.17442723,71.52488111,0.483254416,0.010173145,1.491996847,DARK-8866-20190822-11_37_38,95.6,89.404,0.234715019,0.755345345,0.170094563,0.691109163,8865,300,300,300,7151.53,179.624,-0.00484002,2.8015,1499.94,1261.1607,0.840807433,0.191614865,1566491644,296.176,300.023,16.9259,16.5048,500.05,99.2238,0.200107,24.5812,24.967,999.9,0,0,9998.75,0,6.31032,-3.70007,301.426,305.058,0.426121,295.25,300.023,16.7629,16.5048,1.67995,1.63767,14.7124,14.3179,1499.94,0.972994,0.0270057,0,163.774,4.99951,3044.01,13591.3,41.5,43.125,42.5,43.062,43.812,1454.57,40.37,0,96.10000014,164.0195385,-3.028923077,-36.36854701,3048.333846,15,1566491663,11:34:22,22,0.926,0.163,300,17,0.48,0.19,296.3412857,-0.487324675,0.027206692,1,1.49589847,-0.027908021,0.003004089,1,2,2,2/2,2.96439,2.79173,0.0734881,0.0765469,0.0883333,0.0897431,21481.4,27842.7,23491.6,27819.2,31252.5,33584.8,37539.6,40248,2.00065,2.0477,0.115179,0,23.0742,999.9,57.295,27.11,20.8011,61.7111,32.2115,1,-0.0442835,1.7286,20.2042,5.26461,12.0159,5.00045,3.288,622,9999,9999,9999,1.87805,1.88316,1.88101,1.87814,1.8779,1.88004,1.879,1.875,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.926,0.163,2,510.823,518.192,21.3498,26.5204,30.0001,26.549,26.5202,16.0885,26.6768,50.3161,21.3601,300,16.5215,100.091,100.375
ME034,plant_1,22,1566491735,3092.9,20190822 11:35:34,11:35:34,1566491735,0.00192615,10.65189342,196.65,57.30589469,5.697573365,19.55170246,0.12732116,3.433626434,0.124755321,0.078198299,241.6906532,25.49866557,24.9799,3.175869238,53.73264498,1.678294675,3.1234172,1.497574562,-84.94323655,-51.64671346,-3.17652128,101.9241819,-0.041243313,0.046299231,3.459175435,0,0,1,0,52992.74194,MPF-8826-20190822-10_47_33,61.63461538,461.0293846,399.3947692,0.866310874,-0.655542971,MPF-8867-20190822-11_39_06,164.0914615,184.795,0.112035166,0.5,1261.3371,10.65189342,70.65705558,0.446954734,0.008964643,1.494815253,DARK-8868-20190822-11_39_09,102.2,82.595,0.250663339,0.769820969,0.168102256,0.691632455,8867,300,300,300,7151.22,179.606,-0.00483983,2.09541,1500.15,1261.3371,0.84080732,0.191614639,1566491735,196.65,200.021,16.8802,16.3015,499.996,99.2241,0.199762,24.7009,24.9799,999.9,0,0,10023.8,0,6.31032,-2.99509,200.41,203.335,0.58572,196.1,200.021,16.7242,16.3015,1.67562,1.6175,14.6724,14.1266,1500.15,0.972998,0.0270015,0,163.482,4.99951,3045.82,13593.2,41.562,43.187,42.625,43.125,43.875,1454.78,40.37,0,90.5999999,164.0914615,-2.803076922,-44.45025633,3050.851154,15,1566491756,11:35:55,23,0.55,0.156,200,16,0.49,0.2,197.0720476,-0.448051948,0.023998961,1,1.500174937,-0.021500388,0.002428509,1,2,2,2/2,2.96426,2.7916,0.0518778,0.0543181,0.0881841,0.0889353,21984.5,28513.7,23493.7,27819.9,31259.6,33613.9,37543.2,40249,2.0004,2.04635,0.113644,0,23.1124,999.9,57.002,27.15,20.7443,61.4611,32.2316,1,-0.0453532,1.44273,20.2068,5.26461,12.0159,4.9998,3.28797,622.1,9999,9999,9999,1.87808,1.88323,1.88108,1.87817,1.8779,1.88006,1.87906,1.87502,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.55,0.156,2,510.629,517.192,21.7695,26.515,29.9999,26.5467,26.518,11.7771,27.4568,49.5735,21.7755,200,16.3504,100.1,100.377
ME034,plant_1,23,1566491845,3202.9,20190822 11:37:24,11:37:24,1566491845,0.002898001,7.806371017,97.5651,30.50219615,3.032229237,9.698965519,0.195854663,3.421217339,0.189832232,0.119170811,241.6475616,25.47463152,24.9669,3.173408248,53.58259518,1.692945663,3.159506659,1.480462585,-127.8018553,-13.57512765,-0.838721197,99.4318574,-0.041054751,0.046087555,3.446649532,0,0,1,0,52725.97253,MPF-8826-20190822-10_47_33,61.63461538,461.0293846,399.3947692,0.866310874,-0.655542971,MPF-8869-20190822-11_40_56,165.9761923,181.761,0.086843755,0.5,1261.1103,7.806371017,54.75977677,0.435522472,0.006709892,1.536459332,DARK-8870-20190822-11_40_59,102.6,79.161,0.199401317,0.779144782,0.131401671,0.699228949,8869,300,300,300,7151.06,178.588,-0.00483968,2.77254,1499.88,1261.1103,0.840807465,0.19161493,1566491845,97.5651,100.037,17.0299,16.1594,500.027,99.2101,0.200094,24.8933,24.9669,999.9,0,0,9979.38,0,6.31032,-2.18346,99.5489,101.68,0.875492,97.3031,100.037,16.8789,16.1594,1.69004,1.60318,14.8052,13.9894,1499.88,0.972994,0.0270057,0,165.507,4.99951,3078.3,13590.8,41.687,43.312,42.75,43.25,44,1454.51,40.37,0,109.8,165.9761923,-3.37965812,-49.12478634,3084.381538,15,1566491864,11:37:44,24,0.262,0.151,100,16,0.23,0.12,97.88007143,-0.476727273,0.024892228,1,1.482859043,-0.024846358,0.002704706,1,2,2,2/2,2.96434,2.79154,0.0271235,0.0287098,0.0887722,0.0883558,22560.1,29286.2,23495.3,27820.1,31240.3,33634.3,37546,40249.8,2.00082,2.04527,0.10702,0,23.2083,999.9,56.678,27.241,20.7375,61.8911,32.0673,1,-0.0461636,1.22618,20.2079,5.26207,12.0159,4.9988,3.2873,622.1,9999,9999,9999,1.87805,1.88309,1.88099,1.87815,1.87787,1.88004,1.87899,1.875,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.262,0.151,2,510.881,516.381,22.1453,26.5072,30.0001,26.5423,26.5144,7.32107,28.262,48.8238,22.16,100,16.0342,100.107,100.379
ME034,plant_1,24,1566491930,3288,20190822 11:38:49,11:38:49,1566491930,0.003249371,4.267785245,48.6429,15.61698028,1.552519382,4.835700865,0.218224205,3.424492885,0.210782525,0.132386543,241.6459656,25.57649331,25.0418,3.187610228,52.99854232,1.692712519,3.193885048,1.49489771,-143.2972488,6.092501594,0.376542718,104.8177611,-0.041104495,0.046143397,3.449955893,0,0,1,0,52755.17294,MPF-8826-20190822-10_47_33,61.63461538,461.0293846,399.3947692,0.866310874,-0.655542971,MPF-8871-20190822-11_42_22,169.8398462,181.666,0.065098333,0.5,1261.1019,4.267785245,41.04781602,0.479264144,0.003903989,1.537785742,DARK-8872-20190822-11_42_24,94.6,87.066,0.13582976,0.76239351,0.098525514,0.699466809,8871,300,300,300,7150.93,180.068,-0.00483961,2.13629,1499.87,1261.1019,0.84080747,0.19161494,1566491930,48.6429,49.9953,17.0272,16.0512,500.051,99.2123,0.199965,25.0748,25.0418,999.9,0,0,9991.25,0,6.31032,-1.32235,49.5163,50.8109,0.980028,48.4109,49.9953,16.8802,16.0512,1.68971,1.59248,14.8022,13.8862,1499.87,0.972994,0.0270057,0,169.613,4.99951,3150.29,13590.6,41.75,43.375,42.812,43.312,44.125,1454.5,40.37,0,84.39999986,169.8398462,-1.477470101,-20.9288889,3154.074231,15,1566491950,11:39:09,25,0.232,0.147,50,16,0.37,0.13,48.72219048,-0.490067532,0.025799537,1,1.500018081,-0.04499357,0.004867329,1,2,2,2/2,2.9644,2.79152,0.0137276,0.0146301,0.08878,0.0879248,22872.4,29711.6,23497,27820.9,31241.4,33650.6,37548.5,40251.5,2.00098,2.04445,0.103511,0,23.3411,999.9,56.403,27.281,20.6849,61.8402,32.1274,1,-0.0455996,1.60448,20.2051,5.26461,12.0159,4.9996,3.28795,622.1,9999,9999,9999,1.87805,1.8831,1.88098,1.87812,1.8779,1.88004,1.87898,1.875,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.232,0.147,2,510.954,515.753,22.1551,26.507,30.0001,26.5391,26.5113,5.09792,28.2256,48.0789,22.1359,50,16.0343,100.114,100.382
ME034,plant_1,25,1566492011,3369,20190822 11:40:10,11:40:10,1566492011,0.003541372,1.486144793,19.4436,8.795981301,0.874421765,1.932917597,0.238466465,3.422103554,0.229604393,0.144271528,241.6810773,25.55625868,25.0441,3.188047215,52.84631295,1.692381512,3.202459013,1.495665702,-156.1745015,13.96607822,0.863971812,100.3366258,-0.041068208,0.046102661,3.447544082,0,0,1,0,52702.51637,MPF-8826-20190822-10_47_33,61.63461538,461.0293846,399.3947692,0.866310874,-0.655542971,MPF-8873-20190822-11_43_43,174.9477692,182.842,0.04317515,0.5,1261.2867,1.486144793,27.22812122,0.413701447,0.001698018,1.521463256,DARK-8874-20190822-11_43_45,107.2,75.642,0.104363062,0.786218999,0.065129949,0.696522353,8873,300,300,300,7150.81,181.682,-0.00483955,2.32837,1500.09,1261.2867,0.840807352,0.191614704,1566492011,19.4436,19.9188,17.024,15.9602,500.009,99.2116,0.199908,25.1198,25.0441,999.9,0,0,9982.5,0,6.31032,-0.53019,19.7244,20.2418,1.06679,19.1566,19.9188,16.88,15.9602,1.68928,1.58344,14.7982,13.7986,1500.09,0.972998,0.0270015,0,174.85,4.99951,3243.12,13592.7,41.875,43.437,42.875,43.437,44.187,1454.72,40.37,0,80.29999995,174.9477692,-0.890803419,-9.228376069,3244.098077,15,1566492032,11:40:31,26,0.287,0.144,20,16,0.39,0.11,19.42224286,-0.386103896,0.021505095,1,1.501564695,-0.034349744,0.003741494,1,2,2,2/2,2.96429,2.79138,0.00546232,0.00587005,0.0887783,0.0875587,23065,29975.4,23497.9,27820.5,31242.7,33663.1,37550.6,40251.1,2.00075,2.04355,0.0962317,0,23.4632,999.9,56.184,27.342,20.6793,61.7502,32.1875,1,-0.109393,2.03249,20.2012,5.26491,12.0159,4.9999,3.28797,622.2,9999,9999,9999,1.87812,1.88314,1.881,1.87815,1.87789,1.88004,1.879,1.875,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.287,0.144,2,510.801,515.105,21.8481,26.5114,30,26.5395,26.5113,3.78177,28.6281,47.7088,21.8245,20,15.9735,100.119,100.381
ME034,plant_1,26,1566492093,3451,20190822 11:41:32,11:41:32,1566492093,0.003768214,0.740871047,9.7485,4.727719004,0.469990257,0.969114285,0.253359283,3.433106325,0.243411271,0.152993287,241.6762893,25.48661197,25.0171,3.182920673,52.5640243,1.681597444,3.199141365,1.501323228,-166.1782227,15.78780409,0.973320095,92.25919086,-0.041235403,0.046290353,3.458650426,0,0,1,0,52911.37284,MPF-8826-20190822-10_47_33,61.63461538,461.0293846,399.3947692,0.866310874,-0.655542971,MPF-8875-20190822-11_45_05,175.3593462,182.103,0.037032085,0.5,1261.2615,0.740871047,23.35357179,0.457449905,0.001107157,1.531695714,DARK-8876-20190822-11_45_07,98.8,83.303,0.080953313,0.77002694,0.055978619,0.698372653,8875,300,300,300,7150.68,181.206,-0.00483946,2.40617,1500.06,1261.2615,0.840807368,0.191614736,1566492093,9.7485,9.98616,16.9155,15.7833,499.95,99.212,0.199631,25.1024,25.0171,999.9,0,0,10023.1,0,6.31032,-0.280661,9.87261,10.1463,1.14322,9.4185,9.98616,16.7825,15.7833,1.67931,1.56589,14.7065,13.6272,1500.06,0.972998,0.0270015,0,175.072,4.99951,3248.02,13592.4,41.937,43.5,42.937,43.5,44.25,1454.69,40.37,0,81.5,175.3593462,-1.919076917,-26.40752134,3250.973077,15,1566492113,11:41:52,27,0.33,0.133,10,16,0.32,0.09,9.709762381,-0.021858701,0.011468704,1,1.50103259,-0.013702502,0.001674354,1,2,2,2/2,2.96413,2.79147,0.00268802,0.002947,0.0883993,0.0868449,23129.2,30064.1,23497.8,27821.1,31255.9,33689.8,37550.8,40251.9,2.00067,2.04315,0.0909641,0,23.5229,999.9,55.897,27.382,20.6211,61.5302,32.3958,1,-0.0438288,1.81705,20.2032,5.26506,12.0159,5.0002,3.28797,622.2,9999,9999,9999,1.87808,1.88317,1.88106,1.87813,1.87789,1.88004,1.87902,1.875,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.33,0.133,2,510.819,514.874,21.7917,26.5272,30,26.5467,26.5171,3.34421,29.4016,46.5898,21.7971,10,15.7342,100.12,100.383
ME034,plant_1,33,1566492683,4041,20190822 11:51:22,11:51:22,1566492683,0.001274895,12.83378844,395.945,139.725379,13.8883345,39.35588968,0.083225796,3.421710999,0.082117356,0.051421706,241.7018251,25.47728575,25.0268,3.1847616,54.31827774,1.679348301,3.091681789,1.5054133,-56.22285608,-91.62688646,-5.651593386,88.20048921,-0.041062247,0.046095969,3.447147835,0,0,1,0,52799.3073,MPF-8826-20190822-10_47_33,61.63461538,461.0293846,399.3947692,0.866310874,-0.655542971,MPF-8889-20190822-11_54_55,158.6956538,176.329,0.10000253,0.5,1261.3959,12.83378844,63.07139083,0.392045551,0.010693971,1.614597625,DARK-8890-20190822-11_54_57,107.2,69.129,0.255078855,0.804626176,0.153742018,0.712829527,8889,300,300,300,7149.01,172.922,-0.00483822,2.13681,1500.22,1261.3959,0.840807282,0.191614564,1566492683,395.945,400.021,16.8953,16.5123,500.033,99.1972,0.200165,24.5301,25.0268,999.9,0,0,9982.5,0,6.31032,-4.05768,402.769,406.737,0.386011,394.886,400.021,16.7333,16.5123,1.67627,1.63798,14.6784,14.3208,1500.22,0.973003,0.0269973,0,158.627,4.99951,2965.62,13593.9,42.312,43.937,43.375,43.812,44.625,1454.85,40.37,0,78,158.6956538,0.09794872,-11.73880341,2966.86,15,1566492712,11:51:51,34,1.059,0.162,400,17,0.69,0.25,395.9789524,0.056415584,0.014614006,1,1.507121409,-0.01537604,0.001748393,1,2,2,2/2,2.96425,2.79164,0.0924778,0.0959816,0.0881773,0.0897322,21048.9,27255.1,23500.7,27817.9,31272.8,33586.3,37556.3,40247.7,1.9986,2.04145,0.110138,0,23.2171,999.9,54.487,27.744,20.5358,61.6602,32.1474,1,-0.0341362,2.49815,20.1948,5.26341,12.0159,4.9995,3.288,622.3,9999,9999,9999,1.8781,1.88321,1.88104,1.87818,1.8779,1.88005,1.87904,1.875,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.059,0.162,2,510.171,514.436,20.7447,26.6259,30.0001,26.6296,26.5962,20.2505,25.5297,43.9909,20.7196,400,16.568,100.133,100.373
ME034,plant_1,34,1566492773,4131,20190822 11:52:52,11:52:52,1566492773,0.001184543,12.95880742,395.898,120.6650433,11.99401227,39.35195596,0.077946377,3.421421434,0.076973136,0.048194639,241.6597675,25.46531399,25.0076,3.181118603,54.73362058,1.68893206,3.085730565,1.492186544,-52.23835015,-94.01705619,-5.798009821,89.60635135,-0.04105785,0.046091034,3.446855546,0,0,1,0,52799.63531,MPF-8826-20190822-10_47_33,61.63461538,461.0293846,399.3947692,0.866310874,-0.655542971,MPF-8891-20190822-11_56_25,158.8455,178.108,0.108150673,0.5,1261.1772,12.95880742,68.19858126,0.455386619,0.010794954,1.588482183,DARK-8892-20190822-11_56_27,97,81.108,0.237491986,0.777193811,0.16538113,0.708375288,8891,300,300,300,7148.84,173.528,-0.00483822,2.18048,1499.96,1261.1772,0.840807222,0.191614444,1566492773,395.898,400.001,16.9914,16.6356,500.064,99.199,0.200229,24.4979,25.0076,999.9,0,0,9981.25,0,6.31032,-4.13596,402.705,406.768,0.348831,394.806,400.001,16.8224,16.6356,1.68484,1.65023,14.7574,14.436,1499.96,0.973003,0.0269973,0,158.393,4.99951,2970.36,13591.5,42.375,43.937,43.437,43.875,44.625,1454.6,40.36,0,89.29999995,158.8455,-0.16878633,-11.68581198,2971.460385,15,1566492793,11:53:13,35,1.092,0.169,400,17,0.5,0.23,395.902381,-0.276467532,0.017772306,1,1.496198636,-0.021059195,0.002329243,1,2,2,2/2,2.96433,2.7917,0.0924648,0.0959798,0.0885234,0.090221,21049.5,27254.9,23501,27817.6,31261.3,33568.5,37556.9,40247.9,1.99845,2.04095,0.111341,0,23.178,999.9,54.358,27.785,20.5363,61.8703,32.1314,1,-0.0345579,2.38461,20.1969,5.26341,12.0159,4.99965,3.28797,622.4,9999,9999,9999,1.87811,1.8832,1.88103,1.87815,1.8779,1.88005,1.87902,1.87501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.092,0.169,2,510.11,514.12,20.7365,26.6259,30.0001,26.6341,26.6006,20.2512,25.0864,43.9909,20.7394,400,16.5853,100.135,100.372
ME034,plant_1,35,1566492859,4217,20190822 11:54:18,11:54:18,1566492859,0.001221952,13.68473121,495.616,209.7459754,20.84499319,49.25535342,0.079880808,3.424004871,0.078859763,0.049378001,241.6565755,25.47358077,25.0205,3.18356584,54.42979142,1.681306429,3.088945199,1.502259412,-53.88808266,-93.25736905,-5.747697985,88.76342584,-0.041097083,0.046135076,3.449463287,0,0,1,0,52844.58265,MPF-8826-20190822-10_47_33,61.63461538,461.0293846,399.3947692,0.866310874,-0.655542971,MPF-8893-20190822-11_57_51,159.1566923,178.33,0.107515885,0.5,1261.1604,13.68473121,67.79738801,0.432512757,0.011370698,1.585259825,DARK-8894-20190822-11_57_53,101.2,77.13,0.248584308,0.785648412,0.164302194,0.707819447,8893,300,300,300,7148.76,174.262,-0.00483813,2.22884,1499.94,1261.1604,0.840807233,0.191614465,1566492859,495.616,499.983,16.9176,16.5505,500.015,99.182,0.200089,24.5153,25.0205,999.9,0,0,9992.5,0,6.36717,-4.53778,503.973,508.397,0.37108,494.353,499.983,16.7526,16.5505,1.67832,1.64152,14.6973,14.3541,1499.94,0.973003,0.0269973,0,159.117,4.99951,2974.25,13591.3,42.375,44,43.437,43.875,44.625,1454.58,40.36,0,85.70000005,159.1566923,-0.832615391,-10.27623931,2975.360769,15,1566492876,11:54:36,36,1.263,0.165,500,17,0.54,0.19,495.4018571,0.445402597,0.025601871,1,1.503914228,-0.014090073,0.001986171,1,2,2,2/2,2.9642,2.79166,0.109391,0.113318,0.0882362,0.089867,20657.3,26730.7,23501.4,27816.1,31273.1,33580.7,37558,40245.6,1.99825,2.04075,0.11307,0,23.1625,999.9,54.212,27.825,20.529,61.6403,32.1234,1,-0.0344665,2.27976,20.1979,5.26341,12.0159,4.9995,3.288,622.4,9999,9999,9999,1.87811,1.88318,1.88102,1.87819,1.8779,1.88006,1.87904,1.87501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.263,0.165,2,510.036,514.065,20.939,26.6305,30.0002,26.6408,26.6096,24.2456,25.4066,43.6184,20.9222,500,16.5656,100.137,100.367
